Actual,Linear_Regression_Pred,Ridge_Regression_Pred
168,171.53769686821906,171.52882990925553
77,74.48509818606382,74.48967992020633
157,135.14775826267197,135.1458249553146
103,85.64180487949378,85.64371444251515
90,64.63990110952903,64.64548308777697
110,124.61397414161387,124.61107702791165
63,76.38143804916797,76.3838247875458
125,91.14854773640224,91.14992285874244
39,63.27251440377182,63.278362491572786
101,97.8425698817002,97.84314695668249
83,75.35237110282722,75.35080263200373
80,86.83069994349071,86.83102136531784
66,90.80956019350612,90.8099882632815
113,124.61815486997945,124.61439571336294
140,119.44791019992543,119.44455532778257
99,97.22163972836114,97.22218830914314
125,127.94061868660638,127.93788865326333
150,146.61665106895467,146.61162436408085
197,126.96213477466797,126.96255265338287
142,133.33227929410316,133.32731361215264
102,115.24278763932018,115.24333855838974
104,49.6351289969265,49.63889718836216
73,81.88761049563765,81.89036942100815
131,115.13602059626285,115.13658625399435
144,124.53702976256649,124.53814567338118
93,86.10841261098088,86.11242272581076
97,118.67661029598344,118.67596809077651
164,135.76883093433423,135.76627754314435
68,71.64346229758692,71.64576920197493
30,43.019990220924605,43.02338116207947
76,84.64123751055752,84.64312365886504
32,50.924041894707415,50.927076616790295
38,46.877098599895746,46.88092297086973
67,69.19634669931392,69.20014773427367
86,88.69034001337158,88.6895478404219
56,59.01363405340014,59.016328247658585
42,66.88426501009596,66.88659686190532
141,174.22253583963857,174.21930517960024
132,122.91764621487712,122.91629673222927
195,132.68704604267452,132.68625823663004
120,130.46562979335005,130.46290558163628
107,115.61371885088028,115.61198534628619
63,65.39403962330795,65.39471071999634
96,87.66397637538384,87.66520954293885
83,106.00830331928393,106.00917185176817
65,86.0571879085629,86.0604649707883
48,53.3597172510804,53.36250286442763
69,79.44361060582914,79.44180640119825
71,68.53520036730191,68.53769015211114
90,95.62929145364231,95.62833505364779
124,135.56863100202526,135.5702433883821
135,141.32468905652152,141.32168377051454
126,151.49020734821806,151.49286426173236
280,281.8932421739096,281.88771018641376
109,85.56649435987383,85.57069328175288
103,124.751216184003,124.7500934179641
106,95.09715314345318,95.09793829356593
51,62.69837272995449,62.702265883611524
95,104.99637637975258,104.99632687974432
56,62.1524967739934,62.15569689767376
135,112.59793833385997,112.59851899061675
92,86.90274052559609,86.90347156515064
56,67.30684832152738,67.3097701952571
65,89.16244630565203,89.16222948925594
120,124.74427737136034,124.74377838135038
72,81.60733616386813,81.60814510302087
120,122.28395811456193,122.28436303058442
42,58.0500126159491,58.05581098559145
208,117.9086345049547,117.90966689914916
133,112.19015121092683,112.18986899631156
137,38.747840496291886,38.75390291184378
142,134.50767320342345,134.511848734616
153,106.63117769178561,106.62768196713606
257,240.17677864596857,240.1682629985139
76,68.59917091296427,68.60121536685483
178,117.14298831195961,117.14004618865928
130,122.03755115613419,122.03996172194178
157,116.66966336729966,116.6671707639176
101,90.55794494794108,90.55893350203937
128,101.8455339070056,101.84557691389124
84,99.77475313514927,99.7746691385457
56,76.41966203053822,76.42155243754809
101,82.7988132119325,82.80100832104984
108,96.69950416071688,96.70069959433557
111,40.22994576026801,40.23663925692357
121,157.3052799492421,157.3022657384378
222,157.6150810862864,157.6116417180154
84,98.23100033581467,98.23209593718713
97,79.33450538385989,79.33311295116093
206,212.9597212528436,212.95267701787077
146,141.47947687407466,141.47681309537393
150,141.48608889775164,141.48266514163265
124,101.41943936567151,101.42258651184684
135,139.69860512088917,139.69902419810066
133,160.40269679500454,160.40034032704344
123,105.17375772221085,105.170793021427
71,88.89043767914565,88.88948734002662
65,69.66506033098145,69.66841317927435
91,84.76337271906775,84.76481520974501
193,139.99378420349348,139.9878566111257
105,102.97680093573952,102.97658194297547
90,99.89482936453967,99.89923099407201
88,84.9586966661027,84.9623048411658
41,42.705843191865824,42.71375624281018
176,161.86636976213808,161.85902811019628
80,82.29983719302848,82.30341329567419
83,79.3297787348924,79.33425667199171
118,140.66560031197724,140.66063702243164
85,84.74251492200295,84.74343852260793
228,157.39451630508574,157.39456021628118
103,106.78124964352654,106.78188906410814
137,132.95727734123054,132.95378228718397
46,70.34933017248738,70.35064627004856
50,47.91084391163239,47.91437349369188
106,132.8495408104402,132.8463728035451
52,61.029062238070054,61.0335730756701
179,157.87538969492974,157.87171148272992
29,34.70326169680858,34.70794241014539
82,113.97652945822185,113.97642475259912
62,84.94437698714115,84.94573387117651
94,98.13213284705,98.13176569936864
82,47.23658771409245,47.24364315456392
61,55.85643826855699,55.858161132119434
87,93.00607736284444,93.00618778209206
112,106.44847754421845,106.45083800169525
92,74.70142486510062,74.70413021966462
82,81.7897950901011,81.79195506814438
112,77.75029675197354,77.75171060182633
84,83.58363384844382,83.58149495778054
73,60.94664584553404,60.95042238897673
103,97.5394823800322,97.54010806874268
83,75.94518714400735,75.94624515899318
49,70.35658738187863,70.35869438569662
69,96.89815848410286,96.90182387533503
139,142.96217860627956,142.95913759072135
28,36.02097698218169,36.02397870418574
71,88.92460498584981,88.92551139656514
101,89.1306652197428,89.13339543409059
121,89.49601518979235,89.4929288107625
77,101.24377170703964,101.24635290742229
90,90.62478573295387,90.62561083583438
122,117.2728486264959,117.27042211637847
283,220.27621864627395,220.2737395056167
111,106.13070075088912,106.13099202945514
86,102.32000276165387,102.31993307925836
69,85.51159319100212,85.51271382905664
101,108.45641139359793,108.45852634383371
109,101.92839552216878,101.92812829897717
72,94.41429862501188,94.41559376009258
113,134.2784154849332,134.27815034564867
88,83.47207393211886,83.47440950161257
83,81.4546700193955,81.45704384763019
174,123.6671101784971,123.66373436556204
189,179.82042271827453,179.81653867483448
55,69.78495612372157,69.78637425725687
116,85.44222394109242,85.44154497831046
104,99.88190435422672,99.88742830916672
61,66.56867561200491,66.57453733391245
76,73.37972432251968,73.37952234382504
168,166.2024240499953,166.1963638704965
97,96.21931082137164,96.21995820395647
65,81.76245155130536,81.76306831369968
110,136.48405965361314,136.4793570542241
99,104.98952599542358,104.99032398688223
242,172.91039796242615,172.91184710874924
103,90.74927303095566,90.74997977094523
62,45.143860307418926,45.14760608095102
74,64.96742068168633,64.97101059269286
129,132.44800282689724,132.44679964276332
90,79.26317412151006,79.26530452091822
90,107.71154053788617,107.71068007533384
85,114.31686958639756,114.3155726082519
84,85.2495489250783,85.24995979831841
243,178.54435612956118,178.53639012945615
56,73.2310664386981,73.2330022579001
89,87.95807049701594,87.96117942300124
185,179.97064911163127,179.96263527881223
100,113.24582725726614,113.2424152080369
81,88.77615882521634,88.7758651030569
98,81.58640018235357,81.58719430338547
96,94.35499323828513,94.35766134915482
184,113.54325422677701,113.54728778069027
155,140.83980000141338,140.8342820354899
24,31.494983915734394,31.499301171637754
53,71.86245520181109,71.8651959048733
47,52.796616152503475,52.79956168269728
77,85.51164892037963,85.51627347585793
185,199.8400383210152,199.8291149827472
15,28.495956476783803,28.501719119461157
122,148.664643379075,148.66441727370784
108,134.52777906867072,134.52458545036689
121,99.37421346464905,99.37359251047471
65,65.9578161939294,65.9618308963346
114,139.70613986719752,139.7063589145136
102,116.06046491644618,116.05949472160722
208,112.06246294587956,112.06270446249268
17,30.311907725930183,30.315236718109063
50,67.32106294292787,67.32324975703733
99,113.35997277865388,113.36090209721918
149,120.44707432182653,120.44469125804049
93,86.47698080700903,86.47940171060671
99,91.79069629699558,91.78852973029865
115,94.52470844042664,94.5262724545504
108,133.67594364680411,133.67500803085335
182,176.55463659470453,176.54712499981432
103,94.17837151851651,94.17886641253823
97,101.64893198435237,101.6499118421919
41,63.053873475494036,63.0565976624273
119,127.92011790950876,127.92005636168219
96,107.53454796368149,107.53680665889972
61,76.1255616936567,76.12859382482279
77,86.99107788926398,86.99425031769647
95,102.60521567079653,102.60449520031558
89,106.29381357410442,106.29195035543661
69,82.7088241397093,82.71059985301981
88,119.02944314744803,119.02750630923373
68,89.85454421775485,89.85635975209884
25,35.73279672032437,35.73810840182763
104,94.04246427398012,94.04397580358977
67,65.90228194518245,65.90582631159236
170,115.49371839530106,115.49062406527703
76,82.5500847069857,82.55462327824192
75,93.1320866534964,93.13363430376548
122,128.43850554562508,128.43670140121168
101,81.04174683569718,81.0396462393049
125,124.77356979998903,124.77172938278457
121,122.89339744556543,122.88950592679323
81,72.27874986502061,72.28001539907547
107,111.32011192785151,111.31923378923813
87,98.80785360401272,98.80743217421538
146,152.8840226576813,152.88366355714106
50,59.10531145454266,59.11012703939836
91,98.7887421160659,98.79219214005118
148,117.02649136297916,117.02626648458713
88,72.57732110127606,72.57988958832595
69,81.84001622955117,81.84394049813106
162,141.4125534229676,141.41537668305676
48,70.4144873022625,70.41647904910798
81,120.53214153153752,120.53417669902227
77,93.78025818089546,93.77965431199871
144,139.4416519328015,139.43704973324864
70,96.51131880922584,96.5136460350308
88,99.57953538565097,99.57567380502928
102,111.68680947199515,111.68811194130082
104,127.33754555837788,127.3349295587339
97,91.94931288613829,91.95020135625562
191,224.45357968907433,224.44634047143154
101,98.69781512117186,98.69810154758343
68,81.09568147699429,81.09744241956678
91,108.43159430541652,108.43147378942471
19,29.846957097092968,29.85231457667392
80,83.69836672837492,83.70087396094092
131,162.91322347649125,162.9077715156718
122,146.2473936206603,146.2445373630884
69,89.27270677268095,89.27474803283319
81,95.2769969941817,95.27647693755206
98,89.69849587177606,89.69940593547751
58,54.62818143044298,54.630160834287636
76,84.21450803837479,84.21676104379345
143,146.0442967134004,146.03929028692562
84,98.1369491068207,98.13625042359898
66,80.18481760854138,80.18681311261301
72,68.96852316616946,68.96978297495828
92,96.7265452675236,96.73065208630182
27,64.2091411777081,64.21459363780671
47,68.41339834795369,68.41813627308568
106,139.09635394534052,139.09532419945444
122,127.07541930583383,127.07201731609129
121,101.50747527665162,101.50704302934427
119,150.09951544164235,150.09474551689328
153,154.62168335193348,154.61463999424507
101,102.95563998174286,102.95317635680718
65,91.50769184992978,91.50761532363602
130,92.77298605080013,92.76872250744002
93,71.78419196492469,71.78440184223352
128,87.85110987145708,87.85093807305951
82,99.37563018473668,99.37601445933976
80,89.4355557555294,89.43945692603094
64,84.4910168119798,84.49520797544056
33,55.2237690063727,55.22750387719082
123,105.39246275087321,105.39078374149824
103,115.0003008720835,114.99815327164954
69,80.1489003637757,80.14962908305
142,172.3503434300214,172.34929058623544
56,73.66719778634044,73.66841818628288
74,84.0226051476207,84.02176421050875
96,78.14072856691006,78.14389744340959
104,102.07970157619678,102.08115512430622
142,104.58221201831402,104.57854478399494
66,90.59031890310848,90.5899822754085
135,129.3581022185071,129.35518811054715
113,87.3321354683196,87.33350883733367
28,60.71070446754,60.7154463338544
103,52.9896007641639,52.99602016752327
65,67.91946369365289,67.92431717390134
116,131.7059945930264,131.7070126211526
69,66.41660474531281,66.42254950222568
50,59.33328901140574,59.33533373982179
132,156.13574851688955,156.12957054279067
101,115.95609899114544,115.96079814822102
151,178.7116608249479,178.70645058931711
161,152.68182088025569,152.67737994166433
71,74.64219277905232,74.64487294907295
112,105.9372670964622,105.93970413998568
93,111.71521281249306,111.71337896106789
179,141.90666082006868,141.90910850178577
60,73.74532872126841,73.74988596440593
88,84.91805843727526,84.92012124429479
134,123.7887290589166,123.78828277045326
83,84.85366693629172,84.85492510301412
84,106.38325246699718,106.38220785770551
91,95.46271394627348,95.46717266704378
93,85.99882306850137,86.00015899400907
42,64.37242163439004,64.37684009390614
133,129.05099629514663,129.04915848378278
123,159.82768660560376,159.82255444337542
92,118.90415853103681,118.90592826881752
198,224.55266449657663,224.54927472107562
96,72.66713474115454,72.66820675501444
93,94.23594472558095,94.23749154608946
123,100.07970408949588,100.07890744719907
113,112.57752770155176,112.5763200578676
10,28.073259309912046,28.077253537693352
150,151.00436230626198,150.99898322353224
47,76.74480407884712,76.74655296041256
57,54.94167391745917,54.94295855417361
92,91.29882330624068,91.30041066700896
51,53.790128156532504,53.79589895098723
112,122.54558933271818,122.54404565353408
106,110.62960097043468,110.63292930455727
168,119.33606891225199,119.33709290484768
46,63.284918169978816,63.289009230415196
211,169.72932286289404,169.72941011477008
69,60.58420050716564,60.58507117031207
102,113.21262957723366,113.21437951244624
106,80.73617588471102,80.73570937959578
112,122.99820312096293,122.99894703570122
102,116.96082375970676,116.9564823730055
93,98.29159697733019,98.2936079917872
117,133.34820074478566,133.3456890352807
42,47.89563105820911,47.89822680565519
66,71.30140375608583,71.30473473799604
78,73.58652360485712,73.58919396583724
125,89.05294420759814,89.05543706310928
165,175.6659006121551,175.66083385920956
61,65.1797791012107,65.18185326931587
25,42.912304330868004,42.91755931944149
85,84.83155562871302,84.83262665222864
209,211.67962151511898,211.6671078681995
97,114.00780617435,114.00687579863802
97,109.47546229630628,109.47392740365646
39,56.35264128152116,56.35549108842503
86,95.33794816773218,95.33870312462284
156,157.09685728008697,157.09499977246725
22,39.19933919617303,39.203699990190486
140,145.8849136427982,145.87862194993554
189,159.65948089732603,159.65577823045956
34,45.918153746814085,45.92083737107945
177,130.7012057851703,130.69946303563813
135,131.15673286277044,131.15437554219477
86,74.75740125731812,74.76023881028803
58,64.1415275695515,64.14344684709238
63,61.6833041516646,61.68575544339617
76,79.44149995911619,79.44539760982104
110,73.97568871375182,73.97746300298215
119,123.30223405191302,123.30267325245339
151,145.70444194194084,145.70027018457571
111,107.20151532359269,107.20168584275108
80,70.61353669653171,70.61711593961354
111,82.8817009063456,82.88122841767924
166,122.9352278377577,122.93276963144925
64,51.64919657797127,51.65211820621155
38,51.47187583130391,51.47502399453493
102,73.18388104043301,73.1861694759923
68,90.9834995530091,90.986927667271
102,106.44435460311605,106.44516139151105
115,73.9684364366164,73.96672509710099
194,184.68658536355252,184.67737444804294
139,156.81671243689368,156.8119506219476
70,85.14388992105653,85.14403149149445
54,59.43924361852154,59.44489339000006
166,136.21110275798202,136.21271233132492
76,77.6935669021937,77.69249835074811
28,58.1589482152401,58.16386573938803
169,180.2416430324406,180.23974671691937
39,59.448205628175735,59.453849162883934
75,88.75793014605682,88.75748569048086
90,120.29163590677402,120.29349675585883
120,70.0134765343044,70.01566828011042
64,94.18298922671727,94.18522123029388
140,130.94464901333455,130.94315037967613
100,100.22435279691622,100.22341123229829
81,73.24095791044684,73.2454363437053
157,123.67454473509255,123.67290645762874
194,136.99435119996468,136.99247364413105
116,133.4715573143102,133.46732683952834
224,163.0357989283181,163.030030012034
70,78.69319761042365,78.69393330566643
104,77.12970830288091,77.1351493112227
148,155.53309722443421,155.52869316036217
109,135.41703137339812,135.41216759395235
147,69.42721987336596,69.43104034234449
105,110.76888001998958,110.76668651244196
70,77.51972229568693,77.51806379725255
145,128.27794167752825,128.27252165482344
184,180.89343266375104,180.8847869187382
113,133.69533462516412,133.69417675787392
105,96.444198972119,96.44437611550603
188,145.1333650468663,145.13116754052314
145,110.20466352623602,110.20224633207829
129,110.42276448715717,110.42372248516635
73,85.57106072911184,85.57167450020994
144,119.46486956654086,119.46062170897221
167,118.66177613160488,118.65982043131426
103,99.95442504080047,99.95607912682841
88,100.58960563405132,100.59122677069927
120,104.33868026862848,104.33995826430893
68,64.86540993199728,64.86999116417326
62,76.865606207106,76.86756696029242
69,93.43803729374883,93.43903831035557
56,65.73944375339002,65.74473902717773
56,92.5243293640482,92.52614758960708
111,137.9214208681943,137.92217657954254
161,130.81959811171686,130.81791097228069
245,211.9901492527776,211.9808120577355
108,138.33987153846564,138.33742583245956
88,105.09503366131526,105.09513739700857
132,136.3939387959248,136.38808078813057
216,157.26439168966425,157.2578058965513
104,111.79399629352368,111.79123375260977
40,43.94113577358502,43.94538603677239
126,90.65217827213318,90.65124312075186
134,130.70884386793975,130.7055950966701
176,124.62900883090168,124.62590359101402
72,56.6665238230311,56.66878737759826
98,84.15919244436611,84.15952871286831
60,80.01974526045596,80.02244648597443
105,124.39963053959931,124.39842554091314
83,63.095731198689826,63.09985153424718
105,132.05712028944987,132.0548863252208
120,78.52280307109152,78.52255306245064
121,101.603494196107,101.60324041684838
153,138.16938719675304,138.16305948803563
95,94.14413062197546,94.14672903394143
124,103.3313200260355,103.32918086087489
16,26.272876055972645,26.276572334333068
95,108.46151775416209,108.4610927634229
129,141.08011597446847,141.07617496484713
79,94.55699547437452,94.56062816210778
156,172.54303260784383,172.54246033564732
144,119.9633440852564,119.96054212758109
98,108.35982118179017,108.35895276062593
44,49.117748150348234,49.119741310475376
109,97.08525312210695,97.08514731935419
107,101.86999036367587,101.86808397552937
92,86.89355395425052,86.89470879985092
114,123.94156476345036,123.9393210448301
90,100.20428519871834,100.20541072188323
112,84.54957357160974,84.54780612185907
144,145.096878927526,145.09221839514032
194,91.5377508858184,91.54165511798668
34,45.16563209477052,45.16842214729697
193,164.62255781081234,164.61585429509248
147,133.8426418094671,133.83897235028732
103,99.76967947021366,99.7721319452297
227,270.4100616652031,270.3977413273769
116,109.21581978650359,109.21862537247468
79,91.80959636510084,91.80883982674125
199,202.78415448901794,202.77706762938357
30,43.810693255897334,43.813711507517134
52,60.48401832661494,60.4878769465657
151,106.62280989964215,106.62289341350058
102,93.87099630059315,93.86787280023603
139,147.54607927452847,147.5463890069326
31,43.66520670334364,43.66666356275986
119,100.2880889467192,100.29032206921113
67,80.8971740227617,80.90030103872769
116,131.97856534518348,131.9746369066235
156,168.0299289089316,168.02434479885946
132,166.19718983726008,166.19487976580686
118,117.29427267115678,117.29793112094303
47,46.843002319452744,46.845919996082316
25,36.253067275361474,36.25715254123146
38,58.63380383083341,58.64004339232085
66,36.07185024727352,36.07647835087066
140,142.93185662306107,142.92890239949105
122,141.44525067223555,141.4416805896053
86,92.75474211050953,92.7552217995165
98,106.3170639008643,106.3151970497078
157,143.44614525292957,143.44182669737228
193,179.92521969014643,179.92065639752536
77,105.50447082429964,105.50678353610239
97,90.92188789076668,90.92365160601605
104,83.6797357579153,83.68082276626274
99,90.89035233744433,90.88900567173854
53,48.27903830573223,48.28162478084647
119,114.97186002199739,114.96910246498928
153,197.38063335670768,197.3760493315732
129,140.4743355723461,140.4701145542249
118,93.92101484073785,93.92303507438393
87,94.45163344365203,94.45366550866879
150,107.49327513637067,107.49420745696985
59,72.30372704402257,72.30635404730825
207,196.1336614045096,196.13102020494807
112,120.09789724788978,120.09823735701522
78,106.72695166242605,106.72488847498482
35,44.612577322233044,44.616735612982325
59,81.61227648422496,81.61515979521313
43,75.84445564043438,75.85018078902704
140,156.88315082675595,156.8826137935324
136,148.56062438965023,148.55971403260767
148,154.84152283360635,154.84770183718604
116,89.336966767442,89.3367382972913
223,217.96685553374877,217.95243768306153
205,172.26065482808184,172.2584210084284
59,77.84916069584683,77.8531815261655
129,126.98929937113208,126.9885197078127
167,139.9432137807443,139.9421935268934
105,93.78942821579683,93.78836644251153
63,66.95496472830348,66.96013942458552
80,98.13222888403278,98.13219330617034
44,70.28948662528566,70.29153636296414
90,107.51184759326974,107.51158319537586
82,75.73097501110693,75.7328550720197
38,63.3856123849016,63.39105437596929
88,106.9750164772477,106.97608937569359
31,38.26079427537877,38.26376192698464
103,80.84802753468432,80.84954628371798
86,79.1910962051845,79.19300823345796
68,84.40504700003882,84.4082252332203
93,62.35930106841934,62.36166595291167
144,158.7172136262763,158.71703431319756
63,65.80496307427197,65.80935261782415
117,87.04474208810072,87.04455152832388
88,117.32571984264506,117.32609722922149
74,78.95466154634394,78.95785711012314
97,97.74287414314838,97.74441078209954
138,86.85752511084331,86.85601187120814
144,120.12297213678502,120.12075596197468
186,143.94782413142906,143.945271795036
95,120.1596796284251,120.15732007840194
26,34.3197372796689,34.32371643343748
6,24.01029378334465,24.017667612394888
63,75.2582969026248,75.26215200082149
138,146.96914171248764,146.96322329240922
91,78.71676262682666,78.72102993665018
180,125.92301511742752,125.91965832043299
47,59.194462824861965,59.19762767707823
125,139.97774767693684,139.97505837946045
192,128.86756983823983,128.87094471729935
158,132.04539832510414,132.04316924302634
66,69.88933553915152,69.89266677609876
82,107.49926870620833,107.49751799420416
120,128.85504074708652,128.8543775589227
36,65.56620174850543,65.56839189998121
90,82.42456887562348,82.4270563391328
162,163.40172903724078,163.39701768714593
46,58.672210435940805,58.67645890957479
194,179.67689231450333,179.6744398206733
73,75.75338923953704,75.75577007829497
35,49.14429518703913,49.147483606360595
108,116.03856809531656,116.03618837428631
27,41.09083895213591,41.09520088627284
130,149.0928850610312,149.08892225557548
155,169.60453908895607,169.5987809953794
102,125.80112824690369,125.80035189754103
96,72.6289341467972,72.6304511125237
125,127.11693203068785,127.11448144847668
149,116.20097224085437,116.20170436009994
152,168.83866424329898,168.8308400566782
164,142.04391670037606,142.04240248477703
97,115.72969318950022,115.72710884981821
156,153.0856936162164,153.0828313166798
49,41.59226825963863,41.59439874947747
154,153.06485539119188,153.06029605202932
128,79.91419877470055,79.9170777944
64,82.99847864696335,83.00395513178242
226,169.84113576820104,169.8367969036023
105,93.8456465605959,93.84461860088169
119,118.36144362010816,118.35998156348359
141,140.91698467846066,140.91479777315584
95,81.71440947747756,81.71646157630562
80,72.68905175168932,72.6958658641233
112,39.91832393010456,39.92606833746092
73,89.2731082794047,89.27424094624885
135,131.63119149035543,131.63244442415825
94,113.45498277544506,113.45219817986289
166,133.11084318570107,133.10608149384515
114,130.2835035224507,130.28050536979904
220,172.73050457525773,172.72875210515645
24,61.53352269128389,61.53870343087644
52,52.56868712445258,52.57025589540024
51,62.428973360380034,62.43053135332076
147,154.52180925331677,154.51571752875594
50,52.25526054936785,52.25658284255554
94,130.12446452443842,130.1262398138779
45,74.01097567713602,74.01366946485416
154,169.89203566544074,169.8902131851321
121,129.67502856196944,129.67125878146047
124,122.5929261912458,122.59660054686505
122,142.43032119958735,142.42652078854692
86,100.93536450171612,100.93519970380869
99,86.79427459353401,86.7959101837125
179,168.0563817883958,168.04869392813498
116,105.89547898115143,105.89972054811888
125,126.51323663368835,126.5173044460519
137,123.80884195514962,123.80533139426137
56,42.20999654525887,42.21746489768468
128,141.2845301355027,141.27885620543898
121,117.14511452126828,117.14317380505926
261,258.25602406818547,258.2530381416615
25,28.32361218290916,28.32926063312594
75,80.75775259810311,80.76073029165612
104,116.85388800865523,116.85109739352572
51,57.851796341082114,57.8520930799186
52,66.33314613404289,66.33913250303189
94,122.56552578778697,122.5622358635921
194,178.67863720931786,178.66684391765673
45,61.74903465761858,61.75104070514405
191,197.73223924235106,197.7318578554641
9,27.68282953267081,27.690573841893283
212,230.56461437633754,230.5599665159541
90,90.91331264198571,90.91794210265
78,86.7185642058179,86.72039951900697
52,74.09302571273297,74.09468533109181
95,112.45985117369587,112.460275928284
23,35.189289186314724,35.194457897042255
68,90.09458332983715,90.09740828571721
78,106.2022515952933,106.202651372878
123,97.85548679705096,97.8564681437201
164,137.92474576859303,137.9249871344129
96,90.35128097090217,90.35238953127843
187,139.3175259664915,139.3152725353037
122,106.20484410816582,106.20418666966151
45,62.65212908210341,62.657291808553715
45,63.41318580235632,63.41600376389414
137,145.07856982305086,145.07637994736228
163,201.1785903687893,201.17622225128687
157,194.50714542055505,194.49876933949434
20,49.99234574776879,49.998425359716855
76,103.16612148982088,103.16602961346025
126,160.4570589511983,160.45160970113514
72,58.79131142363444,58.79253951192568
98,78.36659122685256,78.36970060564175
178,210.2231677454594,210.21853496701078
172,119.67443775517073,119.67292804458465
143,173.0138084129673,173.0081463084655
53,66.85819088345411,66.86029196887704
149,138.40804585754896,138.40649003045775
48,77.4024805570242,77.40487686882608
31,47.90106941542252,47.9065595162329
40,50.50654149820272,50.508540452110196
92,86.9928633783571,86.99393505377371
57,73.6589222071154,73.662259638307
26,55.61868464495296,55.62362793960301
121,120.70356911425021,120.70023150225458
158,148.8456508151715,148.8401385731018
4,35.96995481542926,35.97731697833744
96,88.10391987436984,88.10376233410071
32,31.564359229218837,31.567845931713762
140,131.10764223629926,131.10732589462253
153,150.91543920808536,150.90805834926925
100,110.29133842766548,110.29671914185826
83,91.27865016156395,91.28392653615113
71,69.53008303249678,69.53456412738272
112,118.9254657276339,118.92106311243066
101,80.96158595164675,80.9665354997583
78,101.5031588495774,101.50612755383477
95,92.54594344726816,92.55052068818527
27,46.8155237658168,46.81870969451818
114,81.5950930192604,81.59314096622687
68,98.29666871100082,98.29714633548957
41,55.57208738286125,55.576904483735944
121,88.70732348166815,88.70736688296772
122,108.45520110896496,108.45431630801403
81,90.53686633679303,90.5392878048189
79,94.73305506359299,94.73192322408889
151,107.86349427285762,107.86261028544494
72,79.75245215407567,79.75298310515757
150,132.7157630850976,132.71042987751093
89,91.69824524484982,91.70186494416606
116,96.4299671770109,96.4321323748106
105,90.25405003905969,90.25306001384743
160,140.8107928444843,140.81095045754557
40,63.777561573020535,63.781603086189094
99,85.49212447321953,85.49632617611337
58,78.933603124517,78.93595656760102
66,49.01626191275528,49.01889376632413
75,78.35396479283031,78.35725579199558
153,151.7996700197277,151.79375473970515
126,98.77552235598834,98.77553481730631
107,113.24035952590157,113.23766106686503
111,128.40197581994218,128.3994455999481
137,148.6962921463225,148.6895651641848
74,93.5448389931057,93.54378444036874
71,87.74519880821934,87.74661831904552
159,131.82056289575175,131.81754382106814
55,59.870637568460694,59.87178654718383
84,73.52452766712037,73.52803132807952
245,179.4463347040336,179.439556327738
153,166.11922424612968,166.11627528510704
160,133.69220405718534,133.6929093848658
82,87.0930798562953,87.09273237357004
99,124.5227510413194,124.52463551930082
124,113.13210336517542,113.13119061656882
199,179.9631251583408,179.9560304681993
124,164.72367828115026,164.7221398851753
100,112.2212485916609,112.21712075918248
129,150.75761019431047,150.75132136461187
102,65.89634382976881,65.90142735433068
82,108.05267603052009,108.05141187225256
91,96.66058886871002,96.6602559572109
76,64.25135418851269,64.25522483247528
163,91.99583791811118,91.99621338478764
129,127.89749944074676,127.89861746517828
18,48.08427955484009,48.0907618133895
74,69.51691163410567,69.52075486370703
126,97.52971401745785,97.52961749812339
